1		0	0	0	Курс Интеллект в деталях 2.0		sheremetev_g1545046954.jpg		0	<p>Автор Константин Шереметьев</p>\
	3000.00	0	0.00	https://www.sheremetev.info/intellekt-v-detaliah	0	9999-12-31 23:59:59		0	0	0	1	0	2015-07-07 16:38:21	a:12:{s:15:"last_name_field";s:1:"0";s:10:"name_field";s:1:"0";s:17:"middle_name_field";s:1:"0";s:11:"email_field";s:1:"2";s:18:"phone_number_field";s:1:"0";s:13:"country_field";s:1:"0";s:11:"index_field";s:1:"0";s:10:"area_field";s:1:"0";s:10:"city_field";s:1:"0";s:10:"addr_field";s:1:"0";s:14:"delivery_field";s:1:"0";s:19:"user_comments_field";s:1:"0";}		<p><span style="font-size:12px"><span style="font-family:verdana,geneva,sans-serif">Оплаченный товар Вы можете получить в вашем личном кабинете покупателя, перейдя по ссылке:</span></span></p>\
\
<p><span style="font-size:12px"><span style="font-family:verdana,geneva,sans-serif">{url_personal_secure}</span></span></p>\
\
<p><span style="font-size:12px"><span style="font-family:verdana,geneva,sans-serif">Ваш логин: &nbsp;&nbsp;{email}<br />\
Ваш пароль:&nbsp;{password}</span></span></p>\
\
<p><span style="color:#FF0000"><span style="font-size:12px"><span style="font-family:verdana,geneva,sans-serif"><em>Рекомендуем&nbsp;</em><strong><em>сохранить</em></strong><em>&nbsp;ваши&nbsp;данные:&nbsp;логин и пароль.&nbsp;Записать или сохранить на компьютере.</em></span></span></span></p>\
\
<p><span style="font-size:12px"><span style="font-family:verdana,geneva,sans-serif">Все оплаченные заказы, оформленные&nbsp;<strong>на этот же email</strong>&nbsp;будут добавляться в Ваш личный кабинет в список купленных товаров.&nbsp;<br />\
​При последующих заказах&nbsp;<strong>следите за правильностью ввода email</strong>.</span></span></p>\
	a:12:{s:30:"additional_order_fields_used_1";s:1:"0";s:35:"additional_order_fields_signature_1";s:0:"";s:37:"additional_order_fields_description_1";s:0:"";s:30:"additional_order_fields_type_1";s:1:"1";s:30:"additional_order_fields_used_2";s:1:"0";s:35:"additional_order_fields_signature_2";s:0:"";s:37:"additional_order_fields_description_2";s:0:"";s:30:"additional_order_fields_type_2";s:1:"1";s:30:"additional_order_fields_used_3";s:1:"0";s:35:"additional_order_fields_signature_3";s:0:"";s:37:"additional_order_fields_description_3";s:0:"";s:30:"additional_order_fields_type_3";s:1:"1";}	Ваш бонус за отзыв к курсу «Интеллект в деталях»	<p><span style="color:rgb(0, 0, 0); font-family:verdana,geneva,sans-serif; font-size:14px">Здравствуйте!</span></p>\
\
<p><span style="color:#000000"><span style="font-size:14px"><span style="font-family:verdana,geneva,sans-serif">Искренне благодарны Вам за полезный и содержательный отзыв на курс Константина Шереметьева &laquo;Интеллект в деталях&raquo;.<br />\
Обещанный бонус&nbsp;<strong>&laquo;7 типовых ошибок мышления&raquo;</strong> уже ждет вас в личном кабинете. Найдите в списке товаров тот, на который писали отзыв - рядом с кнопкой&nbsp;&laquo;Получить товар&raquo;&nbsp;находится кнопка&nbsp;&laquo;Ваш бонус за отзыв&raquo;, открывающая при нажатии доступ к бонусным файлам. Смотрите пример на картинке ниже.&nbsp;</span></span></span></p>\
\
